0 -2.36258896788747e+00 6.96308054272732e+00 -1.96219053069685e+00 8.43088665586529e+00 3.25078312305489e+00 -2.58032015010865e+00 3.00371386788108e+00 -4.35953912349662e+00 1.92978413574247e+00 -8.46376862830987e+00 -5.06635154056228e+00 2.34531728521943e+00 -3.76082628155178e+00 -1.14623283041865e+01 -1.13579864830373e+01 -2.23589298770312e+00 -1.91953812574815e+01 -1.33371123912943e+01 
1 -2.21301113978048e+00 7.11838257354658e+00 -1.93689780886832e+00 8.47162918899998e+00 2.92627002659470e+00 -2.61948907148357e+00 2.91027686451421e+00 -4.40971844093968e+00 1.78218128754183e+00 -8.54585623179221e+00 -4.85356693606987e+00 2.49124168481690e+00 -3.85810872572597e+00 -1.15936127922974e+01 -1.09551267265259e+01 -2.95417290068892e+00 -1.91667169134191e+01 -1.29750991144082e+01 
2 -1.79724027925172e+00 7.02339580303020e+00 -1.94092102350768e+00 8.53427294066458e+00 2.94128798479986e+00 -2.26806490804210e+00 2.56782302350709e+00 -4.42343620940892e+00 1.74309576133435e+00 -8.65363146881463e+00 -4.77436422458803e+00 2.20401881369275e+00 -4.15951560675402e+00 -1.14117194399334e+01 -1.11211479857550e+01 -2.93751135226670e+00 -1.87930385324604e+01 -1.31380644070256e+01 
3 -2.08258108261337e+00 7.05760038548203e+00 -2.10156179452131e+00 8.44046011760981e+00 2.93625202076604e+00 -2.51708565072580e+00 2.90795381382258e+00 -4.40910700264603e+00 2.14384972168641e+00 -8.62603813229185e+00 -4.81157560450862e+00 2.21520997117264e+00 -3.90240137176474e+00 -1.12388048178441e+01 -1.07241565586377e+01 -2.93079506471319e+00 -1.88176366402667e+01 -1.37163173686446e+01 
4 -2.12124210729586e+00 6.99544203002619e+00 -1.96187651190100e+00 8.35829335877390e+00 3.10970807567690e+00 -2.30071222965164e+00 2.83669128923705e+00 -4.33744798803871e+00 2.00885686353602e+00 -8.45367986826784e+00 -4.98293025442948e+00 2.01586669593146e+00 -4.06652906300917e+00 -1.17630271358703e+01 -1.10920650980087e+01 -2.86536816743859e+00 -1.88959900624484e+01 -1.38783323452437e+01 
5 -2.22510778165775e+00 7.28544047587422e+00 -1.87299515806927e+00 8.47429753274628e+00 3.07071371246769e+00 -2.35043615760827e+00 2.76109402468710e+00 -4.43738433033830e+00 1.84772722430603e+00 -8.40541540492665e+00 -5.10502777143259e+00 2.12941997009094e+00 -3.52611124696622e+00 -1.14055050138855e+01 -1.12735965305387e+01 -2.64448730517505e+00 -1.87588244850936e+01 -1.39060416064945e+01 
6 -2.18134112665933e+00 7.10847179333160e+00 -1.85772651533417e+00 8.36020595781731e+00 3.14335651346529e+00 -2.26242951243815e+00 2.83733398986586e+00 -4.22797566306109e+00 1.92946532647116e+00 -8.40482662181661e+00 -5.20767956184418e+00 1.96226962327154e+00 -3.94303989920479e+00 -1.17334872966229e+01 -1.22468667378254e+01 -2.47269282573997e+00 -1.89169300748963e+01 -1.43359910456527e+01 
7 -2.34872434115169e+00 6.99841677692306e+00 -1.88583193760616e+00 8.37679893994572e+00 3.16101637167160e+00 -2.60061912352389e+00 2.99559524083378e+00 -4.32196818548019e+00 1.97736834779833e+00 -8.41828146045055e+00 -5.04673180405540e+00 2.25676934466217e+00 -3.59805027570293e+00 -1.18173889096089e+01 -1.20508718643775e+01 -2.33960419374086e+00 -1.88023773328858e+01 -1.43870969118732e+01 
8 -2.29425196067566e+00 6.92946177687648e+00 -1.73262617560034e+00 8.35662936624855e+00 3.21865809591882e+00 -2.48935878619401e+00 2.96370841758420e+00 -4.11156690764156e+00 2.00103982056331e+00 -8.41766448454423e+00 -5.22838768454563e+00 2.00220059259773e+00 -3.69594448427950e+00 -1.21446294613138e+01 -1.15198578170301e+01 -2.71992950764831e+00 -1.95327967081647e+01 -1.40003641587852e+01 
9 -2.26019472713579e+00 6.91475550778665e+00 -1.99176515788691e+00 8.51575314801149e+00 3.30356579829948e+00 -2.37068061851492e+00 2.89698056500368e+00 -4.22909174392922e+00 2.06974106601844e+00 -8.53469939023156e+00 -5.19001184378810e+00 2.05199364851220e+00 -3.93957758737491e+00 -1.22011178088253e+01 -1.14096477511368e+01 -2.82638146607447e+00 -1.92102117211154e+01 -1.41898816217478e+01 
10 -2.11315930659278e+00 7.12337698429155e+00 -1.85894396779409e+00 8.45824493986187e+00 2.92961601172433e+00 -2.33424751502095e+00 2.70989702325879e+00 -4.15361902162884e+00 2.04348897504987e+00 -8.44040696307866e+00 -5.08856349676747e+00 1.92845050865151e+00 -3.65483954131133e+00 -1.20688193289722e+01 -1.17403634840931e+01 -2.43853385446235e+00 -1.92385229718359e+01 -1.44727150567434e+01 
11 -2.06676650581310e+00 7.17406377469860e+00 -1.87079252278106e+00 8.45025843418006e+00 3.13974500126309e+00 -2.32787866008101e+00 2.84123805797461e+00 -4.34415850374434e+00 1.99904294503909e+00 -8.58927943008115e+00 -5.15693658369559e+00 1.97215421648339e+00 -3.84264943549235e+00 -1.22188751685533e+01 -1.14131618364966e+01 -2.50797149537659e+00 -1.94749881957467e+01 -1.42259843256415e+01 
12 -2.25494272812553e+00 7.08682313306215e+00 -1.94879043715784e+00 8.33817619323730e+00 3.15480874648600e+00 -2.51893391434894e+00 2.99492915471395e+00 -4.19159769424886e+00 2.01162063127214e+00 -8.46181562211778e+00 -5.23217800224470e+00 2.20431973195638e+00 -3.66519971544230e+00 -1.22660370068433e+01 -1.14039045140169e+01 -1.85911594221330e+00 -1.96174218389117e+01 -1.37974671096707e+01 
